,ActualBestHead_Eval,ActualBestHead_Ablated_Eval,ReproducedChoice,LLMChoice,ActualBestHead_VUSPR,ActualBestHead_Ablated_VUSPR,ReproducedChoice_VUSPR,LLMChoice_VUSPR,Fallback_VUSPR
319_UCR_id_17_Environment_tr_6166_1st_19280,fft,,time,ensemble,0.5800372838264695,,0.4129324195514327,0.3452955888399165,0.3452955888399165
326_UCR_id_24_Medical_tr_1875_1st_4187,forecast,,time,forecast,0.3310412821023604,,0.0495127808060158,0.3310412821023604,0.1246720546464089
331_UCR_id_29_Facility_tr_50000_1st_837400,forecast,,time,forecast,0.0020812557872213,,0.0018184296216818,0.0020812557872213,0.0017934520842494
332_UCR_id_30_Facility_tr_13750_1st_52600,forecast,,time,forecast,0.0060104171302201,,0.0039171895591374,0.0060104171302201,0.0040139929157296
334_UCR_id_32_HumanActivity_tr_1671_1st_2764,forecast,,time,time,0.0251691712216423,,0.0226213807611565,0.0226213807611565,0.0225360567980201
339_UCR_id_37_Sensor_tr_2750_1st_5400,time,,time,time,0.0444118709231127,,0.0444118709231127,0.0444118709231127,0.0358424150027778
341_UCR_id_39_HumanActivity_tr_48812_1st_128430,forecast,,time,time,0.0001540866785796,,0.0000557816198754,0.0000557816198754,0.0000388557983682
344_UCR_id_42_Sensor_tr_2851_1st_5365,forecast,,time,forecast,0.0104931441970443,,0.0048439159756062,0.0104931441970443,0.0058945407594385
346_UCR_id_44_Medical_tr_7456_1st_17390,forecast,,time,time,0.0050510105076325,,0.0033505537652433,0.0033505537652433,0.0036127874919839
349_UCR_id_47_Facility_tr_29954_1st_74900,fft,,time,forecast,0.0014772212073228,,0.0008067878401104,0.0010252829509117,0.0010594789498357
355_UCR_id_53_HumanActivity_tr_48750_1st_143411,time,,time,forecast,0.1337796524311330,,0.1337796524311330,0.0520684247109672,0.0893187512796734
358_UCR_id_56_Facility_tr_10500_1st_29080,forecast,,time,ensemble,0.0018735055956263,,0.0012093609345353,0.0011917305949359,0.0011917305949359
361_UCR_id_59_Medical_tr_3000_1st_7175,ensemble,,time,ensemble,0.0521985569284645,,0.0410200401260631,0.0521985569284645,0.0521985569284645
364_UCR_id_62_Sensor_tr_2833_1st_5988,ensemble,,time,time,0.1893689090705709,,0.1432542544206685,0.1432542544206685,0.1893689090705709
369_UCR_id_67_Sensor_tr_2750_1st_5400,time,,time,time,0.0535873943514278,,0.0535873943514278,0.0535873943514278,0.0400297008130069
371_UCR_id_69_Medical_tr_1853_1st_6200,forecast,,time,forecast,0.1152407075484635,,0.0969017717028438,0.1152407075484635,0.0835241028091889
373_UCR_id_71_Sensor_tr_2827_1st_5988,forecast,,time,ensemble,0.0226659816507584,,0.0141426539632874,0.0173662253592186,0.0173662253592186
381_UCR_id_79_HumanActivity_tr_16000_1st_31200,time,,time,fft,0.0297971963146272,,0.0297971963146272,0.0231691997656803,0.0221419977877245
382_UCR_id_80_Medical_tr_7500_1st_11800,fft,,time,ensemble,0.6478050740859497,,0.5859934842196010,0.5896450642111403,0.5896450642111403
385_UCR_id_83_Environment_tr_2046_1st_6006,fft,,time,time,0.8384811677164621,,0.8243300200119880,0.8243300200119880,0.8226530844093201
387_UCR_id_85_Environment_tr_2046_1st_5549,forecast,,time,forecast,0.1836944032976335,,0.0734342911770636,0.1836944032976335,0.1061134932232888
391_UCR_id_89_Medical_tr_1875_1st_5759,forecast,,time,time,0.0480717706755174,,0.0279548794359367,0.0279548794359367,0.0278202129842742
393_UCR_id_91_Environment_tr_2046_1st_4852,ensemble,,time,ensemble,0.7887949227766924,,0.7852950602962158,0.7887949227766924,0.7887949227766924
396_UCR_id_94_Medical_tr_1875_1st_5607,ensemble,,time,forecast,0.7889046309173058,,0.7600397793898580,0.0871537552090185,0.7889046309173058
400_UCR_id_98_Environment_tr_2046_1st_5391,forecast,,time,ensemble,0.5542575647276121,,0.0015788990404641,0.5506525245925077,0.5506525245925077
401_UCR_id_99_HumanActivity_tr_1671_1st_5920,ensemble,,time,forecast,0.1180813455854669,,0.1037000634984709,0.0455446502432207,0.1180813455854669
405_UCR_id_103_Sensor_tr_2827_1st_5988,forecast,,time,forecast,0.0216299659818625,,0.0130646998928964,0.0216299659818625,0.0151513530136772
406_UCR_id_104_Facility_tr_20000_1st_67950,time,,time,fft,0.0121049861563058,,0.0121049861563058,0.0083418357084739,0.0095930207105513
411_UCR_id_109_Environment_tr_2046_1st_4852,ensemble,,time,ensemble,0.8114332437149010,,0.8071274557735328,0.8114332437149010,0.8114332437149010
415_UCR_id_113_Medical_tr_3000_1st_8612,time,,time,forecast,0.6248445666589203,,0.6248445666589203,0.0354748322726995,0.4649934603040556
417_UCR_id_115_Sensor_tr_2750_1st_5400,time,,time,ensemble,0.0439730575232374,,0.0439730575232374,0.0324601987841165,0.0324601987841165
419_UCR_id_117_Facility_tr_3000_1st_6168,fft,,time,forecast,0.0313113338758854,,0.0085092120470196,0.0089110925999610,0.0301627149506076
420_UCR_id_118_Facility_tr_13750_1st_52600,time,,time,ensemble,0.2463570487574331,,0.2463570487574331,0.2245733979210357,0.2245733979210357
421_UCR_id_119_HumanActivity_tr_48750_1st_130700,time,,time,ensemble,0.0211067446948946,,0.0211067446948946,0.0158878246751427,0.0158878246751427
426_UCR_id_124_Sensor_tr_2827_1st_4711,fft,,time,time,0.3945219600552093,,0.3499109714479534,0.3499109714479534,0.3246974133217415
430_UCR_id_128_HumanActivity_tr_12500_1st_46500,time,,time,fft,0.0090249121185805,,0.0090249121185805,0.0087570143408696,0.0087048973397802
432_UCR_id_130_Facility_tr_23000_1st_26970,ensemble,,time,forecast,0.0086383508557626,,0.0074980062941379,0.0060992162650916,0.0086383508557626
436_UCR_id_134_Medical_tr_1875_1st_4526,fft,,time,ensemble,0.0733691300739685,,0.0551923399920261,0.0687414059051421,0.0687414059051421
437_UCR_id_135_Medical_tr_2499_1st_8000,forecast,,time,ensemble,0.0029506211902950,,0.0016124925987719,0.0016662657622165,0.0016662657622165
439_UCR_id_137_HumanActivity_tr_48750_1st_110800,ensemble,,time,time,0.6449696140426232,,0.5787034654856505,0.5787034654856505,0.6449696140426232
445_UCR_id_143_Environment_tr_6166_1st_19280,fft,,time,ensemble,0.5357385846302563,,0.3702381204901331,0.3256078102774943,0.3256078102774943
449_UCR_id_147_Sensor_tr_2847_1st_9330,ensemble,,time,time,0.4058705996282428,,0.3071398743652199,0.3071398743652199,0.4058705996282428
452_UCR_id_150_Facility_tr_10000_1st_35774,ensemble,,time,time,0.2535930075681732,,0.1814094992651128,0.1814094992651128,0.2535930075681732
459_UCR_id_157_HumanActivity_tr_50000_1st_110260,forecast,,time,fft,0.0006485855143004,,0.0005845481863272,0.0006177252087131,0.0004693095869852
463_UCR_id_161_Environment_tr_2046_1st_6006,fft,,time,ensemble,0.8186465308012774,,0.8032847072574616,0.8015191347587191,0.8015191347587191
467_UCR_id_165_Environment_tr_6166_1st_19280,fft,,time,ensemble,0.5448896761159033,,0.3412316948342407,0.3383579742351656,0.3383579742351656
471_UCR_id_169_Facility_tr_10000_1st_35774,time,,time,forecast,0.0131578174488178,,0.0131578174488178,0.0036003015480439,0.0128620132122825
473_UCR_id_171_HumanActivity_tr_2617_1st_7290,forecast,,time,ensemble,0.0077254234991382,,0.0017436206590540,0.0017158440067160,0.0017158440067160
474_UCR_id_172_Environment_tr_2046_1st_6520,time,,time,ensemble,0.4796390650965228,,0.4796390650965228,0.4602056517111281,0.4602056517111281
493_UCR_id_191_Sensor_tr_2847_1st_9330,ensemble,,time,forecast,0.4334162660583894,,0.3413506941492820,0.1100282138232851,0.4334162660583894
494_UCR_id_192_Facility_tr_22500_1st_72150,forecast,,time,forecast,0.0086344285566696,,0.0049405795896829,0.0086344285566696,0.0049205409012118
495_UCR_id_193_Environment_tr_2046_1st_6520,fft,,time,ensemble,0.4668455352466694,,0.4667252870956820,0.4303138937502002,0.4303138937502002
496_UCR_id_194_Environment_tr_2046_1st_5391,forecast,,time,ensemble,0.5718495872204400,,0.0070545858605834,0.5523566983428604,0.5523566983428604
499_UCR_id_197_Environment_tr_2046_1st_5703,fft,,time,ensemble,0.1589319397560447,,0.1527280797480043,0.1520376038902492,0.1520376038902492
500_UCR_id_198_Facility_tr_7482_1st_23357,forecast,,time,ensemble,0.0135377730414784,,0.0099449749571809,0.0110078421460860,0.0110078421460860
504_UCR_id_202_Environment_tr_2046_1st_5549,forecast,,time,forecast,0.1693267614140037,,0.0550445316029615,0.1693267614140037,0.0809396942485037
506_UCR_id_204_Environment_tr_2046_1st_5549,forecast,,time,forecast,0.1509340334725475,,0.0910900004766534,0.1509340334725475,0.1269853616864530
516_UCR_id_214_HumanActivity_tr_2108_1st_4702,forecast,,time,ensemble,0.0016054864895202,,0.0012078891965206,0.0011789932699576,0.0011789932699576
517_UCR_id_215_Facility_tr_7482_1st_24005,time,,time,ensemble,0.8023395147029342,,0.8023395147029342,0.7934431927339050,0.7934431927339050
525_UCR_id_223_Facility_tr_50000_1st_250720,fft,,time,forecast,0.0035519742185289,,0.0034968016345688,0.0033684923844430,0.0035031086841314
526_UCR_id_224_Sensor_tr_2827_1st_4711,fft,,time,time,0.3957689905722114,,0.2955040443119496,0.2955040443119496,0.2777998173150505
530_UCR_id_228_HumanActivity_tr_16250_1st_38500,forecast,,time,fft,0.0050080841255905,,0.0049759601410814,0.0046913179343626,0.0048025553271998
531_SMAP_id_1_Sensor_tr_1811_1st_4510,ensemble,,time,forecast,0.9677585420676624,,0.9614750876150844,0.1876223707093826,0.9677585420676624
532_SMAP_id_2_Sensor_tr_2075_1st_5550,ensemble,,time,ensemble,0.5944465527212941,,0.5848747948253264,0.5944465527212941,0.5944465527212941
533_SMAP_id_3_Sensor_tr_2052_1st_5300,time,,time,ensemble,0.9999281355352030,,0.9999281355352030,0.9998794296919780,0.9998794296919780
534_SMAP_id_4_Sensor_tr_1968_1st_4370,ensemble,,time,forecast,0.8538813444799248,,0.8346862271385762,0.2363021544653165,0.8538813444799248
536_SMAP_id_6_Sensor_tr_2160_1st_5600,time,,time,forecast,0.9930436220926496,,0.9930436220926496,0.5786988355392930,0.9797972794697610
537_SMAP_id_7_Sensor_tr_2077_1st_5394,time,,time,ensemble,0.9989796334430994,,0.9989796334430994,0.9981598712876116,0.9981598712876116
538_SMAP_id_8_Sensor_tr_2007_1st_3650,time,,time,ensemble,0.9369436602525276,,0.9369436602525276,0.6363869106046199,0.6363869106046199
539_SMAP_id_9_Sensor_tr_1857_1st_4270,fft,,time,forecast,0.9385833609620856,,0.9269831927395088,0.6691914873206417,0.9297197031195490
540_SMAP_id_10_Sensor_tr_2051_1st_4575,fft,,time,ensemble,0.8701986064477222,,0.8500284631155511,0.8288767967732276,0.8288767967732276
541_SMAP_id_11_Sensor_tr_1832_1st_5300,time,,time,ensemble,0.4230433680436624,,0.4230433680436624,0.3995609673141943,0.3995609673141943
542_SMAP_id_12_Sensor_tr_1908_1st_4690,ensemble,,time,time,0.7190446224106981,,0.6922885097982584,0.6922885097982584,0.7190446224106981
544_SMAP_id_14_Sensor_tr_1978_1st_4450,time,,time,forecast,0.0843237550775123,,0.0843237550775123,0.0229472173326733,0.0708616516125072
545_SMAP_id_15_Sensor_tr_1173_1st_2750,forecast,,time,time,0.7794034672737388,,0.7527492717102894,0.7527492717102894,0.7619873084348320
546_SMAP_id_16_Sensor_tr_2117_1st_4770,fft,,time,ensemble,0.0571431506028181,,0.0463612729245378,0.0497524576963708,0.0497524576963708
547_SMAP_id_17_Sensor_tr_2133_1st_5400,ensemble,,time,ensemble,0.1569149429517837,,0.1494877103151508,0.1569149429517837,0.1569149429517837
548_SMAP_id_18_Sensor_tr_2094_1st_5600,ensemble,,time,forecast,0.8852792344855220,,0.8313433595654826,0.0699905664503342,0.8852792344855220
549_SMAP_id_19_Sensor_tr_1998_1st_2098,fft,,time,forecast,0.9754920020091228,,0.9632789198811098,0.1707342457168115,0.9754905022878156
550_SWaT_id_1_Sensor_tr_43700_1st_43800,forecast,,,ensemble,0.1015049541505122,,0.0974623788368532,0.0974623788368532,0.0974623788368532
551_YAHOO_id_1_Synthetic_tr_500_1st_893,ensemble,,forecast,forecast,1.0000000000000000,,1.0000000000000000,1.0000000000000000,1.0000000000000000
552_YAHOO_id_2_Synthetic_tr_500_1st_893,ensemble,,forecast,ensemble,1.0000000000000000,,1.0000000000000000,1.0000000000000000,1.0000000000000000
555_YAHOO_id_5_WebService_tr_500_1st_730,forecast,,forecast,forecast,0.9440573274774527,,0.9440573274774527,0.9440573274774527,0.5618391216430632
558_YAHOO_id_8_WebService_tr_500_1st_1125,forecast,,forecast,ensemble,0.0432056768656836,,0.0432056768656836,0.0363866916783065,0.0363866916783065
562_YAHOO_id_12_Synthetic_tr_500_1st_893,ensemble,,forecast,forecast,1.0000000000000000,,1.0000000000000000,1.0000000000000000,1.0000000000000000
570_YAHOO_id_20_Synthetic_tr_500_1st_658,forecast,,forecast,forecast,0.9814810928210732,,0.9814810928210732,0.9814810928210732,0.5731943807443279
571_YAHOO_id_21_Synthetic_tr_500_1st_623,forecast,,forecast,forecast,0.9268037247183032,,0.9268037247183032,0.9268037247183032,0.8922678163604041
579_YAHOO_id_29_WebService_tr_500_1st_1342,ensemble,,forecast,ensemble,1.0000000000000000,,1.0000000000000000,1.0000000000000000,1.0000000000000000
603_YAHOO_id_53_Synthetic_tr_500_1st_893,ensemble,,forecast,time,1.0000000000000000,,1.0000000000000000,0.3151973772099962,1.0000000000000000
644_YAHOO_id_94_WebService_tr_500_1st_1078,forecast,,forecast,ensemble,0.0440476302412453,,0.0440476302412453,0.0305635638312114,0.0305635638312114
645_YAHOO_id_95_WebService_tr_500_1st_1047,ensemble,,forecast,ensemble,1.0000000000000000,,1.0000000000000000,1.0000000000000000,1.0000000000000000
649_YAHOO_id_99_WebService_tr_500_1st_1386,ensemble,,forecast,ensemble,1.0000000000000000,,1.0000000000000000,1.0000000000000000,1.0000000000000000
657_YAHOO_id_107_WebService_tr_500_1st_1260,ensemble,,forecast,time,1.0000000000000000,,1.0000000000000000,0.4246700331071584,1.0000000000000000
658_YAHOO_id_108_Synthetic_tr_500_1st_893,ensemble,,forecast,forecast,1.0000000000000000,,1.0000000000000000,1.0000000000000000,1.0000000000000000
672_YAHOO_id_122_WebService_tr_500_1st_857,ensemble,,forecast,forecast,1.0000000000000000,,1.0000000000000000,1.0000000000000000,1.0000000000000000
680_YAHOO_id_130_Synthetic_tr_500_1st_893,ensemble,,forecast,forecast,1.0000000000000000,,1.0000000000000000,1.0000000000000000,1.0000000000000000
689_YAHOO_id_139_WebService_tr_500_1st_1073,ensemble,,forecast,ensemble,1.0000000000000000,,1.0000000000000000,1.0000000000000000,1.0000000000000000
693_YAHOO_id_143_WebService_tr_500_1st_1003,forecast,,forecast,forecast,0.5000000000000000,,0.5000000000000000,0.5000000000000000,0.3572404255984154
701_YAHOO_id_151_Synthetic_tr_500_1st_893,ensemble,,forecast,forecast,1.0000000000000000,,1.0000000000000000,1.0000000000000000,1.0000000000000000
723_YAHOO_id_173_WebService_tr_500_1st_1214,forecast,,forecast,ensemble,0.6868864670348196,,0.6868864670348196,0.5425414270488204,0.5425414270488204
724_YAHOO_id_174_WebService_tr_500_1st_1030,forecast,,forecast,ensemble,0.7257142857142859,,0.7257142857142859,0.3009861263846260,0.3009861263846260
734_YAHOO_id_184_WebService_tr_500_1st_768,forecast,,forecast,ensemble,0.7620281304244023,,0.7620281304244023,0.6763698188581783,0.6763698188581783
741_YAHOO_id_191_WebService_tr_500_1st_1114,forecast,,forecast,ensemble,0.6487353365594031,,0.6487353365594031,0.4642857142857141,0.4642857142857141
755_YAHOO_id_205_Synthetic_tr_500_1st_893,ensemble,,forecast,forecast,1.0000000000000000,,1.0000000000000000,1.0000000000000000,1.0000000000000000
762_YAHOO_id_212_WebService_tr_500_1st_1055,forecast,,forecast,forecast,0.5309868095745029,,0.5309868095745029,0.5309868095745029,0.0056900708110499
780_YAHOO_id_230_Synthetic_tr_500_1st_893,ensemble,,forecast,ensemble,1.0000000000000000,,1.0000000000000000,1.0000000000000000,1.0000000000000000
788_YAHOO_id_238_WebService_tr_500_1st_973,ensemble,,forecast,ensemble,1.0000000000000000,,1.0000000000000000,1.0000000000000000,1.0000000000000000
797_YAHOO_id_247_Synthetic_tr_500_1st_893,time,,forecast,time,0.4438451920502949,,0.3894776261533497,0.4438451920502949,0.3497087825831947
806_YAHOO_id_256_Synthetic_tr_500_1st_893,ensemble,,forecast,forecast,1.0000000000000000,,1.0000000000000000,1.0000000000000000,1.0000000000000000
807_YAHOO_id_257_WebService_tr_500_1st_1210,forecast,,forecast,time,0.6190204762477024,,0.6190204762477024,0.3582581895213197,0.4144586909143777
810_Exathlon_id_1_Facility_tr_10766_1st_12590,forecast,,fft,ensemble,0.1640179434667311,,0.0995405487889748,0.1008252248068324,0.1008252248068324
811_Exathlon_id_2_Facility_tr_10766_1st_12590,fft,,fft,ensemble,0.9994483634447476,,0.9994483634447476,0.9994456342962370,0.9994456342962370
812_Exathlon_id_3_Facility_tr_10766_1st_12590,fft,,fft,time,0.9998673695159396,,0.9998673695159396,0.9998269063257108,0.9994570962991216
814_Exathlon_id_5_Facility_tr_10766_1st_12590,fft,,fft,ensemble,0.9994483634447476,,0.9994483634447476,0.9994456342962370,0.9994456342962370
815_Exathlon_id_6_Facility_tr_10766_1st_12590,fft,,fft,time,0.9998673695159396,,0.9998673695159396,0.9998269063257108,0.9994570962991216
816_Exathlon_id_7_Facility_tr_10766_1st_12590,fft,,fft,ensemble,0.9304344456953402,,0.9304344456953402,0.9298572568903468,0.9298572568903468
817_Exathlon_id_8_Facility_tr_10766_1st_12590,fft,,fft,ensemble,0.5754676694607777,,0.5754676694607777,0.5557465059475828,0.5557465059475828
818_Exathlon_id_9_Facility_tr_11665_1st_13484,fft,,fft,ensemble,0.9247968840910016,,0.9247968840910016,0.8988224764601095,0.8988224764601095
819_Exathlon_id_10_Facility_tr_10766_1st_12590,fft,,fft,ensemble,0.9849601102050418,,0.9849601102050418,0.9825318920210854,0.9825318920210854
820_Exathlon_id_11_Facility_tr_11665_1st_13484,fft,,fft,ensemble,0.9369861425830964,,0.9369861425830964,0.9356138508707386,0.9356138508707386
821_Exathlon_id_12_Facility_tr_6985_1st_7085,time,,fft,ensemble,0.4071195791958895,,0.3982878917811527,0.3884170945161146,0.3884170945161146
822_Exathlon_id_13_Facility_tr_10766_1st_12590,fft,,fft,ensemble,0.5754676694607777,,0.5754676694607777,0.5557465059475828,0.5557465059475828
823_Exathlon_id_14_Facility_tr_10766_1st_12590,fft,,fft,ensemble,0.9290954748547658,,0.9290954748547658,0.8896048558984692,0.8896048558984692
824_Exathlon_id_15_Facility_tr_10766_1st_12590,fft,,fft,ensemble,0.9957180537794934,,0.9957180537794934,0.9956763048736792,0.9956763048736792
826_Exathlon_id_17_Facility_tr_11665_1st_13484,fft,,fft,ensemble,0.9369861425830964,,0.9369861425830964,0.9356138508707386,0.9356138508707386
827_Exathlon_id_18_Facility_tr_10766_1st_12590,fft,,fft,time,0.9957180537794934,,0.9957180537794934,0.9938816430758785,0.9956763048736792
828_Exathlon_id_19_Facility_tr_11663_1st_13482,time,,fft,fft,0.8536407158064737,,0.8395030095481132,0.8395030095481132,0.8392855531908469
829_Exathlon_id_20_Facility_tr_10766_1st_12590,fft,,fft,ensemble,0.9304344456953402,,0.9304344456953402,0.9298572568903468,0.9298572568903468
830_Exathlon_id_21_Facility_tr_10766_1st_12590,fft,,fft,ensemble,0.9646089308160894,,0.9646089308160894,0.9632614027552264,0.9632614027552264
831_Exathlon_id_22_Facility_tr_11665_1st_13484,fft,,fft,ensemble,0.9369861425830964,,0.9369861425830964,0.9356138508707386,0.9356138508707386
832_Exathlon_id_23_Facility_tr_10766_1st_12590,fft,,fft,ensemble,0.9304344456953402,,0.9304344456953402,0.9298572568903468,0.9298572568903468
833_Exathlon_id_24_Facility_tr_10766_1st_12590,fft,,fft,ensemble,0.9998673695159396,,0.9998673695159396,0.9994570962991216,0.9994570962991216
834_Exathlon_id_25_Facility_tr_11665_1st_13484,fft,,fft,ensemble,0.9369861425830964,,0.9369861425830964,0.9356138508707386,0.9356138508707386
835_Exathlon_id_26_Facility_tr_10766_1st_12590,time,,fft,ensemble,0.3655453031286952,,0.3587736631890226,0.3594159774042393,0.3594159774042393
836_Exathlon_id_27_Facility_tr_10766_1st_12590,fft,,fft,time,0.9998673695159396,,0.9998673695159396,0.9998269063257108,0.9994570962991216
837_Exathlon_id_28_Facility_tr_8898_1st_8998,ensemble,,fft,fft,0.1999993184392149,,0.1940958075833105,0.1940958075833105,0.1999993184392149
838_Exathlon_id_29_Facility_tr_10766_1st_12590,fft,,fft,ensemble,0.5754676694607777,,0.5754676694607777,0.5557465059475828,0.5557465059475828
839_Exathlon_id_30_Facility_tr_10766_1st_12590,fft,,fft,ensemble,0.9304344456953402,,0.9304344456953402,0.9298572568903468,0.9298572568903468
840_Exathlon_id_31_Facility_tr_10766_1st_12590,fft,,fft,ensemble,0.9957180537794934,,0.9957180537794934,0.9956763048736792,0.9956763048736792
841_Exathlon_id_32_Facility_tr_11663_1st_13482,time,,fft,ensemble,0.9671912540593938,,0.9432444509013972,0.9493840658936200,0.9493840658936200
842_OPPORTUNITY_id_1_HumanActivity_tr_7295_1st_27516,fft,,ensemble,ensemble,0.0084662151463791,,0.0084599158938865,0.0084599158938865,0.0084599158938865
843_OPPORTUNITY_id_2_HumanActivity_tr_808_1st_908,forecast,,ensemble,ensemble,0.0969174926140022,,0.0879502850236316,0.0879502850236316,0.0879502850236316
844_OPPORTUNITY_id_3_HumanActivity_tr_500_1st_566,forecast,,ensemble,ensemble,0.0642506804539224,,0.0582039746096797,0.0582039746096797,0.0582039746096797
845_OPPORTUNITY_id_4_HumanActivity_tr_7295_1st_27516,ensemble,,ensemble,ensemble,0.0166499800804133,,0.0166499800804133,0.0166499800804133,0.0166499800804133
846_OPPORTUNITY_id_5_HumanActivity_tr_2085_1st_2185,fft,,ensemble,ensemble,0.0301083859169593,,0.0296681312758163,0.0296681312758163,0.0296681312758163
847_OPPORTUNITY_id_6_HumanActivity_tr_808_1st_908,forecast,,ensemble,ensemble,0.0744332470370091,,0.0723174126089621,0.0723174126089621,0.0723174126089621
848_OPPORTUNITY_id_7_HumanActivity_tr_1477_1st_1577,time,,ensemble,ensemble,0.0492674041059396,,0.0456309241896521,0.0456309241896521,0.0456309241896521
849_OPPORTUNITY_id_8_HumanActivity_tr_1100_1st_1200,ensemble,,ensemble,ensemble,0.0268899408552939,,0.0268899408552939,0.0268899408552939,0.0268899408552939
850_OPPORTUNITY_id_9_HumanActivity_tr_895_1st_995,fft,,ensemble,ensemble,0.0438495666602263,,0.0434724392563340,0.0434724392563340,0.0434724392563340
851_OPPORTUNITY_id_10_HumanActivity_tr_6213_1st_7311,forecast,,ensemble,ensemble,0.0225877524829801,,0.0204440730570231,0.0204440730570231,0.0204440730570231
853_OPPORTUNITY_id_12_HumanActivity_tr_808_1st_908,ensemble,,ensemble,ensemble,0.0784199374634098,,0.0784199374634098,0.0784199374634098,0.0784199374634098
854_OPPORTUNITY_id_13_HumanActivity_tr_1477_1st_1577,ensemble,,ensemble,ensemble,0.0925504990560568,,0.0925504990560568,0.0925504990560568,0.0925504990560568
855_OPPORTUNITY_id_14_HumanActivity_tr_808_1st_908,forecast,,ensemble,ensemble,0.0789678724656628,,0.0702530375191553,0.0702530375191553,0.0702530375191553
856_OPPORTUNITY_id_15_HumanActivity_tr_808_1st_908,forecast,,ensemble,ensemble,0.0752324912726894,,0.0743860689129435,0.0743860689129435,0.0743860689129435
857_OPPORTUNITY_id_16_HumanActivity_tr_500_1st_566,ensemble,,ensemble,ensemble,0.0666482601563712,,0.0666482601563712,0.0666482601563712,0.0666482601563712
858_OPPORTUNITY_id_17_HumanActivity_tr_808_1st_908,forecast,,ensemble,ensemble,0.0771821552547609,,0.0719749403671053,0.0719749403671053,0.0719749403671053
859_OPPORTUNITY_id_18_HumanActivity_tr_895_1st_995,forecast,,ensemble,fft,0.0230179031434725,,0.0224239194386810,0.0224328162747157,0.0224239194386810
860_OPPORTUNITY_id_19_HumanActivity_tr_808_1st_908,forecast,,ensemble,ensemble,0.0829488383952982,,0.0752659907218907,0.0752659907218907,0.0752659907218907
861_OPPORTUNITY_id_20_HumanActivity_tr_2085_1st_2185,fft,,ensemble,ensemble,0.0296536299792722,,0.0294317213145966,0.0294317213145966,0.0294317213145966
862_OPPORTUNITY_id_21_HumanActivity_tr_500_1st_566,ensemble,,ensemble,time,0.0670969912417800,,0.0670969912417800,0.0609417651459302,0.0670969912417800
863_OPPORTUNITY_id_22_HumanActivity_tr_808_1st_908,forecast,,ensemble,ensemble,0.0868042058798993,,0.0816957892569809,0.0816957892569809,0.0816957892569809
865_OPPORTUNITY_id_24_HumanActivity_tr_2085_1st_2185,ensemble,,ensemble,ensemble,0.0390038485484248,,0.0390038485484248,0.0390038485484248,0.0390038485484248
866_OPPORTUNITY_id_25_HumanActivity_tr_6213_1st_7311,fft,,ensemble,ensemble,0.0320882927010278,,0.0310419417473290,0.0310419417473290,0.0310419417473290
867_OPPORTUNITY_id_26_HumanActivity_tr_808_1st_908,ensemble,,ensemble,ensemble,0.0868776550518827,,0.0868776550518827,0.0868776550518827,0.0868776550518827
868_OPPORTUNITY_id_27_HumanActivity_tr_2085_1st_2185,ensemble,,ensemble,ensemble,0.0256113352513845,,0.0256113352513845,0.0256113352513845,0.0256113352513845
869_OPPORTUNITY_id_28_HumanActivity_tr_500_1st_566,ensemble,,ensemble,ensemble,0.0804253914893653,,0.0804253914893653,0.0804253914893653,0.0804253914893653
870_OPPORTUNITY_id_29_HumanActivity_tr_1477_1st_1577,fft,,ensemble,ensemble,0.1892576061654352,,0.1796343099900222,0.1796343099900222,0.1796343099900222
